Cohort,Company,Fiscal Year,Quarter,EBIT,Invested Capital,Risk Free Rate (AveraCompany2 Annual 3-Month T Bill),Capital CharCompany2,EBITDA,Return Volatility,Company Value,Company Value Volatility,Level of Protection,Risk Capital,Cost of Equity,Risk Premium,Risk CharCompany2,Risk Adjusted Profit,RAROC
Industry1,Company11,2013,4,834,36188,0.000601613,21.77116774,1120,0.203128518,50957.54,10350.92957,2.771609,28688.72955,0.091062028,0.090460416,2595.194397,-1782.965564,-0.049269525
Industry1,Company11,2014,1,1432,36919,0.000493443,18.2174082,1669,0.203128518,54696.63095,11110.44557,2.771609,30793.81093,0.095645885,0.095152443,2930.106325,-1516.323733,-0.041071636
Industry1,Company11,2014,2,1426,37250,0.000330159,12.2984127,1668,0.203128518,54372.03069,11044.51,2.771609,30611.06332,0.095486288,0.095156129,2912.830285,-1499.128698,-0.040245066
Industry1,Company11,2014,3,1392,36933,0.000264063,9.752620313,1639,0.203128518,60567.69128,12303.02535,2.771609,34099.17579,0.09565641,0.095392347,3252.800411,-1870.553031,-0.0506472
Industry1,Company11,2014,4,1342,37046,0.000225806,8.365225806,1610,0.203128518,65162.98,13236.45954,2.771609,36686.29038,0.090706405,0.090480598,3319.397495,-1985.762721,-0.053602622
Industry1,Company11,2015,1,1356,39752,0.000245902,9.775081967,1600,0.203128518,68572.02441,13928.93368,2.771609,38605.55793,0.094179297,0.093933395,3626.351141,-2280.126223,-0.05735878
Industry1,Company11,2015,2,1445,39848,0.000182813,7.2847125,1691,0.203128518,63779.23374,12955.38121,2.771609,35907.25116,0.09474463,0.094561817,3395.454921,-1957.739633,-0.049130186
Industry1,Company11,2015,3,1192,39617,0.000426563,16.89912656,1428,0.203128518,67766.47827,13765.30428,2.771609,38152.04124,0.091082066,0.090655504,3458.692517,-2283.591643,-0.05764171
Industry1,Company11,2015,4,1100,49304,0.001254839,61.86856774,1400,0.203128518,79967.45,16243.66958,2.771609,45021.10081,0.087600268,0.086345429,3887.366272,-2849.23484,-0.057789121
Industry1,Company11,2016,1,1158,50158,0.002904918,145.7048787,1454,0.203128518,80194.75814,16289.84235,2.771609,45149.07367,0.082873561,0.079968643,3610.510165,-2598.215044,-0.051800611
Industry1,Company11,2016,2,1375,50408,0.00259375,130.74575,1672,0.203128518,86146.5169,17498.81429,2.771609,48499.87116,0.076211181,0.073617431,3570.435924,-2326.181674,-0.046147073
Industry1,Company11,2016,3,1588,48739,0.002982813,145.3792984,1883,0.203128518,83055.44,16870.92842,2.771609,46759.61704,0.076347413,0.0733646,3430.500618,-1987.879916,-0.040786227
Industry1,Company11,2016,4,1767,47806,0.004332787,207.1332098,2094,0.203128518,84772.66,17219.74477,2.771609,47726.39958,0.075976658,0.071643871,3419.30401,-1859.437219,-0.038895478
Industry1,Company11,2017,1,1402,48836,0.00606129,296.0091742,1687,0.203128518,89564.86123,18193.1775,2.771609,50424.3745,0.077429906,0.071368616,3598.717826,-2492.727,-0.051042817
