Cohort,Company,Fiscal Year,Quarter,EBIT,Invested Capital,Risk Free Rate (AveraCompany2 Annual 3-Month T Bill),Capital CharCompany2,EBITDA,Return Volatility,Company Value,Company Value Volatility,Level of Protection,Risk Capital,Cost of Equity,Risk Premium,Risk CharCompany2,Risk Adjusted Profit,RAROC
Industry1,Company11,2017,2,1716,48711,0.009080952,442.3422714,2012,0.203128518,92736.75635,18837.47986,2.771609,52210.12871,0.076629974,0.067549022,3526.743108,-2253.085379,-0.046254139
Industry1,Company11,2017,3,1677,48946,0.010539683,515.8753016,1976,0.203128518,99337.9,20178.36038,2.771609,55926.52524,0.076222353,0.06568267,3673.403513,-2512.278814,-0.051327561
Industry1,Company11,2017,4,1949,46620,0.012266129,571.8469355,2264,0.203128518,102654.2,20851.99548,2.771609,57793.57835,0.071012987,0.058746858,3395.191163,-2018.038098,-0.04328696
Industry1,Company11,2018,1,1725,46634,0.015821311,737.8110393,2004,0.203128518,107927.4204,21923.13693,2.771609,60762.36363,0.079607695,0.063786383,3875.811404,-2888.622443,-0.061942412
Industry1,Company11,2018,2,1795,45125,0.018746875,845.9527344,2082,0.203128518,97835.54,19873.18822,2.771609,55080.70733,0.087938519,0.069191644,3811.124703,-2862.077438,-0.063425539
Industry1,Company11,2018,3,1963,45495,0.020746032,943.8407143,2254,0.203128518,112486.6,22849.23632,2.771609,63329.14903,0.081913001,0.061166969,3873.652085,-2854.4928,-0.062743
Industry1,Company11,2018,4,1851,44876,0.023567213,1057.602256,2155,0.203128518,86964.04,17664.87654,2.771609,48960.1308,0.096743346,0.073176132,3582.713015,-2789.315271,-0.062156058
Industry1,Company12,2008,1,5705,833890,0.021044262,17548.59989,8387,1.190261246,386134.474,459600.9001,2.771609,1273833.991,0.103389141,0.082344879,104893.7055,-116737.3054,-0.139991252
Industry1,Company12,2008,2,6910,846988,0.016501563,13976.62542,9584,1.190261246,285157.8673,339412.3584,2.771609,940718.3473,0.113628534,0.097126971,91369.12377,-98435.74919,-0.116218588
Industry1,Company12,2008,3,4860,829550,0.015203125,12611.75234,7720,1.190261246,273815.128,325911.5354,2.771609,903299.3447,0.113608752,0.098405627,88889.73837,-96641.49071,-0.116498693
Industry1,Company12,2008,4,2963,797769,0.003276271,2613.707588,6239,1.190261246,180935.7314,215360.7891,2.771609,596895.9013,0.107883881,0.104607609,62439.85328,-62090.56087,-0.07783025
Industry1,Company12,2009,1,2832,760807,0.002122951,1615.155844,5563,1.190261246,126564.6033,150644.9423,2.771609,417528.878,0.137412114,0.135289163,56487.13243,-55270.28828,-0.072646924
Industry1,Company12,2009,2,3307,778168,0.001712698,1332.767098,5811,1.190261246,144206.5882,171643.5134,2.771609,475728.7065,0.132073692,0.130360994,62016.46696,-60042.23406,-0.077158447
Industry1,Company12,2009,3,2169,787846,0.0016,1260.5536,4827,1.190261246,190845.8679,227156.4405,2.771609,629588.8349,0.132104956,0.130504956,82164.46315,-81256.01675,-0.103136929
Industry1,Company12,2009,4,2816,781901,0.000604839,472.9239919,5542,1.190261246,173430.3248,206427.3944,2.771609,572136.0242,0.120317475,0.119712636,68491.91155,-66148.83554,-0.084600014
Industry1,Company12,2010,1,3030,777355,0.001098361,853.8161475,5505,1.190261246,204741.6276,243696.0248,2.771609,675430.0955,0.117922022,0.116823661,78906.21677,-76730.03292,-0.098706554
Industry1,Company12,2010,2,4473,749930,0.001482813,1112.005578,6836,1.190261246,158544.3924,188709.246,2.771609,523028.2447,0.136268268,0.134785456,70496.60036,-67135.60594,-0.089522497
Industry1,Company12,2010,3,3832,758824,0.001548438,1174.991538,6443,1.190261246,176176.1675,209695.6646,2.771609,581194.3913,0.131669993,0.130121555,75625.9181,-72968.90963,-0.096160519
Industry1,Company12,2010,4,3794,747793,0.001395161,1043.291847,6131,1.190261246,190826.227,227133.0627,2.771609,629524.0409,0.163767411,0.16237225,102217.2348,-99466.52665,-0.13301345
Industry1,Company12,2011,1,4021,727837,0.001267742,922.7094871,6313,1.190261246,210340.2124,250359.8032,2.771609,693899.4838,0.131699046,0.130431304,90506.21426,-87407.92374,-0.120092718
Industry1,Company12,2011,2,4708,739835,0.000452381,334.6872619,7010,1.190261246,200093.3558,238163.367,2.771609,660095.7314,0.128168266,0.127715885,84304.71051,-79931.39777,-0.108039492
Industry1,Company12,2011,3,3942,737700,0.00025,184.425,6292,1.190261246,165552.8822,197051.1799,2.771609,546148.8235,0.133234594,0.132984594,72629.37968,-68871.80468,-0.09336018
Industry1,Company12,2011,4,4364,718320,0.000147541,105.9816393,6406,1.190261246,194833.7345,231903.0435,2.771609,642744.5626,0.124291482,0.124143941,79792.84328,-75534.82491,-0.10515484
Industry1,Company12,2012,1,3539,707719,0.000706452,499.969229,5759,1.190261246,218421.4522,259978.5898,2.771609,720558.9993,0.122515626,0.121809174,87770.69688,-84731.66611,-0.119725012
Industry1,Company12,2012,2,4017,694121,0.000882812,612.7786953,6290,1.190261246,227473.309,270752.6641,2.771609,750420.5207,0.123024077,0.122141265,91657.31152,-88253.09021,-0.127143668
Industry1,Company12,2012,3,3411,698880,0.001015873,709.9733333,5617,1.190261246,247845.873,295001.3376,2.771609,817628.3623,0.115447853,0.11443198,93562.83263,-90861.80597,-0.130010597
Industry1,Company12,2012,4,4695,684999,0.000896721,614.2532016,7188,1.190261246,225929.0688,268914.6149,2.771609,745326.1668,0.116139695,0.115242974,85893.60412,-81812.85732,-0.119435003
Industry1,Company12,2013,1,2745,670690,0.000863333,579.0290333,5054,1.190261246,234594.5744,279228.8304,2.771609,773913.1394,0.111013616,0.110150283,85246.7511,-83080.78013,-0.123873593
Industry1,Company12,2013,2,3841,660541,0.000515625,340.5914531,6106,1.190261246,235779.8814,280639.6554,2.771609,777823.3946,0.11197062,0.111454995,86692.30288,-83191.89433,-0.125945088
Industry1,Company12,2013,3,3478,661438,0.000321875,212.9003563,6055,1.190261246,257094.9454,306010.15,2.771609,848140.4859,0.10903048,0.108708605,92200.16927,-88935.06962,-0.134457152
Industry1,Company12,2013,4,3828,656560,0.000601613,394.9949677,1878,1.190261246,287578.4944,342293.5371,2.771609,948703.848,0.100956299,0.100354686,95206.87651,-91773.87148,-0.13977987
Industry1,Company12,2014,1,3377,652252,0.000493443,321.8489377,5652,1.190261246,269844.8359,321185.8505,2.771609,890201.594,0.105595559,0.105102116,93562.07113,-90506.92007,-0.138760663
Industry1,Company12,2014,2,3013,651869,0.000330159,215.2202413,3133,1.190261246,275855.9971,328340.7028,2.771609,910032.047,0.102167601,0.101837442,92675.33561,-89877.55585,-0.137876714
Industry1,Company12,2014,3,3210,650021,0.000264063,171.6461703,4635,1.190261246,271488.959,323142.7866,2.771609,895625.4557,0.101007192,0.10074313,90228.11169,-87189.75787,-0.134133755
Industry1,Company12,2014,4,4173,654954,0.000225806,147.8928387,5306,1.190261246,263265.9926,313355.3084,2.771609,868498.3928,0.095545091,0.095319284,82784.64522,-78759.53806,-0.120252015
Industry1,Company12,2015,1,1757,617631,0.000245902,151.8764754,2858,1.190261246,261417.7985,311155.4745,2.771609,862401.3136,0.09746639,0.097220488,83843.07665,-82237.95312,-0.133150624
Industry1,Company12,2015,2,2121,610926,0.000182813,111.6849094,3309,1.190261246,280550.1185,333927.9336,2.771609,925517.6662,0.102863161,0.102680349,95032.47681,-93023.16172,-0.152265842
Industry1,Company12,2015,3,2361,581310,0.000426563,247.9650469,3626,1.190261246,267524.0076,318423.4586,2.771609,882545.3236,0.105514611,0.105088049,92744.9659,-90631.93095,-0.155909809
Industry1,Company12,2015,4,2185,493071,0.001254839,618.7245774,3478,1.190261246,389589.8212,463713.666,2.771609,1285232.97,0.098536213,0.097281374,125029.2296,-123462.9542,-0.250395895
Industry1,Company12,2016,1,545,462193,0.002904918,1342.63278,1755,1.190261246,380661.936,453087.1502,2.771609,1255780.423,0.099260093,0.096355175,121000.9425,-121798.5753,-0.263523193
Industry1,Company12,2016,2,4192,401461,0.00259375,1041.289469,5487,1.190261246,366350.6148,436052.9393,2.771609,1208568.251,0.096146007,0.093552257,113064.2873,-109913.5768,-0.273783946
Industry1,Company12,2016,3,2417,387694,0.002982813,1156.418509,3553,1.190261246,340529.0718,405318.5573,2.771609,1123384.561,0.096457943,0.093475131,105008.5187,-103747.9372,-0.267602638
Industry1,Company12,2016,4,3111,365183,0.004332787,1582.260113,4467,1.190261246,349594.6024,416108.907,2.771609,1153291.192,0.09593531,0.091602523,105644.3829,-104115.643,-0.285105394
Industry1,Company12,2017,1,-250,351643,0.00606129,2131.410313,1482,1.190261246,329413.0974,392087.6437,2.771609,1086713.642,0.09911459,0.0930533,101122.2905,-103503.7008,-0.294343129
Industry1,Company12,2017,2,797,355473,0.009080952,3228.033386,2466,1.190261246,306247.1215,364514.0803,2.771609,1010290.506,0.096812546,0.087731593,88634.39591,-91065.42929,-0.256181002
Industry1,Company12,2017,3,-1417,378038,0.010539683,3984.400508,1154,1.190261246,301814.0153,359237.5259,2.771609,995665.9599,0.094646962,0.08410728,83742.75525,-89144.15575,-0.235807394
Industry1,Company12,2017,4,-11853,369245,0.012266129,4529.206815,-9852,1.190261246,234640.964,279284.0461,2.771609,774066.1757,0.09715698,0.084890851,65711.1364,-82093.34321,-0.222327569
Industry1,Company12,2018,1,207,358110,0.015821311,5665.769852,2120,1.190261246,201683.3562,240055.8829,2.771609,665341.0455,0.103841346,0.088020034,58563.34147,-64022.11133,-0.178777781
Industry1,Company12,2018,2,467,342769,0.018746875,6425.847597,2420,1.190261246,194652.6124,231687.461,2.771609,642147.052,0.106572636,0.087825761,56397.05374,-62355.90133,-0.181918147
Industry1,Company12,2018,3,-22942,311691,0.020746032,6466.351381,-20460,1.190261246,169872.7184,202192.9134,2.771609,560399.6985,0.103100931,0.082354899,46151.66073,-75560.01211,-0.242419615
Industry1,Company12,2018,4,440,309129,0.023567213,7285.309023,2316,1.190261246,134363.8584,159928.0935,2.771609,443258.1433,0.08907579,0.065508577,29037.21002,-35882.51905,-0.116076198
Industry1,Company13,2008,1,1799,60360,0.021044262,1270.231672,2161,0.474189008,52367.8676,24832.26718,2.913851,72357.52655,0.105197813,0.08415355,6089.142761,-5560.374434,-0.092120186
Industry1,Company13,2008,2,1245,58510,0.016501563,965.5064219,1607,0.474189008,47559.82318,22552.34536,2.913851,65714.17409,0.112255394,0.095753831,6292.383923,-6012.890345,-0.102766883
Industry1,Company13,2008,3,1147,56519,0.015203125,859.2654219,1497,0.474189008,43316.2844,20540.10592,2.913851,59850.80818,0.117188039,0.101984914,6103.879544,-5816.144966,-0.102906013
Industry1,Company13,2008,4,-245,53779,0.003276271,176.1945881,172,0.474189008,34022.56749,16133.12752,2.913851,47009.52976,0.118820053,0.115543782,5431.65887,-5852.853458,-0.108831578
Industry1,Company13,2009,1,1025,55340,0.002122951,117.4840984,1409,0.474189008,29785.00118,14123.72016,2.913851,41154.4161,0.132244851,0.1301219,5355.090836,-4447.574935,-0.080368177
Industry1,Company13,2009,2,1529,57712,0.001712698,98.84325079,1910,0.474189008,34134.75458,16186.32541,2.913851,47164.54047,0.126328228,0.124615529,5877.434168,-4447.277419,-0.077059839
Industry1,Company13,2009,3,-2151,58667,0.0016,93.8672,-1717,0.474189008,42494.26176,20150.31182,2.913851,58715.00625,0.125282868,0.123682868,7262.040387,-9506.907587,-0.16204864
Industry1,Company13,2009,4,1693,62053,0.000604839,37.53205645,2160,0.474189008,41112.13865,19494.92424,2.913851,56805.30448,0.113818933,0.113214094,6431.16109,-4775.693146,-0.076961519
Industry1,Company13,2010,1,1174,62970,0.001098361,69.16377049,1579,0.474189008,55593.65352,26361.8994,2.913851,76814.64693,0.112937335,0.111838974,8590.871306,-7486.035077,-0.118882564
Industry1,Company13,2010,2,1307,63755,0.001482813,94.53671094,1756,0.474189008,48898.19691,23186.98748,2.913851,67563.42665,0.129805496,0.128322684,8669.920236,-7457.456947,-0.116970543
Industry1,Company13,2010,3,1387,65222,0.001548438,100.9921906,1803,0.474189008,51350.76102,24349.96642,2.913851,70952.174,0.125465866,0.123917429,8792.210957,-7506.203148,-0.115086982
Industry1,Company13,2010,4,1103,68565,0.001395161,95.65923387,1560,0.474189008,49983.00887,23701.39338,2.913851,69062.32881,0.134065466,0.132670304,9162.52019,-8155.179424,-0.118940851
Industry1,Company13,2011,1,1000,68760,0.001267742,87.16993548,1380,0.474189008,58569.12175,27772.83373,2.913851,80925.89935,0.123541005,0.122273263,9895.073772,-8982.243707,-0.130631817
Industry1,Company13,2011,2,1534,72119,0.000452381,32.6252619,1963,0.474189008,57667.43695,27345.26471,2.913851,79680.02692,0.121849706,0.121397325,9672.942139,-8171.567401,-0.113306721
Industry1,Company13,2011,3,1714,74163,0.00025,18.54075,2131,0.474189008,48192.87701,22852.53254,2.913851,66588.87478,0.137203057,0.136953057,9119.549954,-7424.090704,-0.100105048
Industry1,Company13,2011,4,1597,79986,0.000147541,11.80121311,2031,0.474189008,55816.09495,26467.37869,2.913851,77121.99785,0.127557217,0.127409676,9826.088766,-8240.889979,-0.103029155
Industry1,Company13,2012,1,1565,80205,0.000706452,56.66095161,1991,0.474189008,56883.73834,26973.64345,2.913851,78597.17793,0.121938849,0.121232397,9528.52428,-8020.185232,-0.099996075
Industry1,Company13,2012,2,1548,81595,0.000882812,72.03308594,1970,0.474189008,56807.13478,26937.31888,2.913851,78491.33355,0.123355727,0.122472914,9613.062345,-8137.095431,-0.099725417
Industry1,Company13,2012,3,1559,83654,0.001015873,84.98184127,2024,0.474189008,52563.73725,24925.14642,2.913851,72628.16281,0.117411621,0.116395748,8453.609355,-6979.591196,-0.08343404
Industry1,Company13,2012,4,1624,88896,0.000896721,79.7149377,2122,0.474189008,53895.31682,25556.56681,2.913851,74468.02775,0.116738268,0.115841546,8626.491499,-7082.206436,-0.079668449
Industry1,Company13,2013,1,1528,90447,0.000863333,78.08591,1957,0.474189008,62517.88738,29645.29499,2.913851,86381.97245,0.111715021,0.110851688,9575.587446,-8125.673356,-0.089839059
Industry1,Company13,2013,2,1716,92091,0.000515625,47.48442188,2152,0.474189008,72602.28271,34427.2044,2.913851,100315.744,0.112963728,0.112448103,11280.31514,-9611.799564,-0.104372844
Industry1,Company13,2013,3,1803,94633,0.000321875,30.45999688,2261,0.474189008,82150.43146,38954.83159,2.913851,113508.575,0.104168426,0.103846551,11787.47405,-10014.93404,-0.105829193
Industry1,Company13,2013,4,1515,92663,0.000601613,55.74725645,2036,0.474189008,96508.71849,45763.37347,2.913851,133347.6515,0.098170794,0.097569181,13010.62113,-11551.36838,-0.124659987
Industry1,Company13,2014,1,1542,91575,0.000493443,45.1870082,1990,0.474189008,88525.8889,41978.00343,2.913851,122317.6473,0.102915548,0.102422105,12528.03094,-11031.21794,-0.12046102
Industry1,Company13,2014,2,1787,92737,0.000330159,30.61793016,2239,0.474189008,89454.20556,42418.20098,2.913851,123600.3173,0.096829264,0.096499106,11927.32006,-10170.93799,-0.109675081
Industry1,Company13,2014,3,2119,92653,0.000264063,24.46618281,2597,0.474189008,89858.1169,42609.7313,2.913851,124158.4081,0.09751566,0.097251597,12074.6035,-9980.069684,-0.10771448
Industry1,Company13,2014,4,2025,92921,0.000225806,20.98216129,2553,0.474189008,87963.44734,41711.29982,2.913851,121540.5127,0.099204793,0.098978986,12029.95672,-10025.93888,-0.107897449
Industry1,Company13,2015,1,2019,97775,0.000245902,24.04303279,2478,0.474189008,103687.063,49167.26552,2.913851,143266.0858,0.091840997,0.091595095,13122.47072,-11127.51376,-0.113807351
Industry1,Company13,2015,2,1683,98102,0.000182813,17.93427188,2136,0.474189008,93911.64074,44531.86774,2.913851,129759.2274,0.095037853,0.094855041,12308.3168,-10643.25107,-0.108491683
Industry1,Company13,2015,3,2580,98998,0.000426563,42.22883438,3017,0.474189008,87067.3368,41286.37405,2.913851,120302.3423,0.099982718,0.099556156,11976.83875,-9439.067588,-0.095346043
Industry1,Company13,2015,4,1161,94408,0.001254839,118.4668129,1645,0.474189008,94361.13596,44745.01344,2.913851,130380.3022,0.098084549,0.09682971,12624.68684,-11582.15366,-0.122681909
Industry1,Company13,2016,1,1788,91547,0.002904918,265.9365311,2231,0.474189008,82893.11623,39307.00454,2.913851,114534.7545,0.10297563,0.100070712,11461.57443,-9939.510958,-0.108572765
Industry1,Company13,2016,2,-419,89609,0.00259375,232.4233438,28,0.474189008,83092.22599,39401.4202,2.913851,114809.8677,0.095605776,0.093012026,10678.69845,-11330.12179,-0.126439552
Industry1,Company13,2016,3,2282,88950,0.002982813,265.3211719,2756,0.474189008,82390.72598,39068.77661,2.913851,113840.5938,0.094350756,0.091367944,10401.38095,-8384.702123,-0.094263093
Industry1,Company13,2016,4,2876,89997,0.004332787,389.9378213,3401,0.474189008,96061.15969,45551.146,2.913851,132729.2523,0.091489271,0.087156484,11568.21491,-9082.152734,-0.100916172
Industry1,Company13,2017,1,2206,89673,0.00606129,543.5340871,2674,0.474189008,108794.4363,51589.12579,2.913851,150323.0258,0.102917842,0.096856552,14559.76993,-12897.30402,-0.143825946
Industry1,Company13,2017,2,2530,90036,0.009080952,817.6126286,3018,0.474189008,117813.0137,55865.63606,2.913851,162784.1395,0.10466554,0.095584588,15559.65485,-13847.26748,-0.153797009
Industry1,Company13,2017,3,2630,91007,0.010539683,959.1848889,3144,0.474189008,152647.5825,72383.80567,2.913851,210915.6245,0.101987764,0.091448081,19287.82917,-17617.01406,-0.19357867
Industry1,Company13,2017,4,2978,112362,0.012266129,1378.24679,3555,0.474189008,175485.2622,83213.18239,2.913851,242470.8147,0.099213939,0.08694781,21082.30622,-19482.55301,-0.173390942
Industry1,Company13,2018,1,2875,113549,0.015821311,1796.494097,3376,0.474189008,194191.7658,92083.60073,2.913851,268317.8921,0.100303891,0.084482579,22668.1876,-21589.68169,-0.190135375
Industry1,Company13,2018,2,2710,113195,0.018746875,2122.052516,3217,0.474189008,195629.7335,92765.46922,2.913851,270304.7552,0.10733974,0.088592865,23947.07274,-23359.12526,-0.206361812
Industry1,Company13,2018,3,2227,114659,0.020746032,2378.719254,2750,0.474189008,213576.7404,101275.7426,2.913851,295102.4239,0.100851646,0.080105614,23639.36098,-23791.08023,-0.207494224
Industry1,Company13,2018,4,4175,117359,0.023567213,2765.824564,4758,0.474189008,188418.2835,89345.87889,2.913851,260340.5785,0.114788014,0.091220801,23748.47619,-22339.30075,-0.190350129
Industry1,Company14,2008,1,8.512,330.372,0.021044262,6.952435023,10.924,1.779364318,304.9602991,542.6354745,1.78507,968.6423065,0.091671752,0.07062749,68.41277446,-66.85320948,-0.202357371
Industry1,Company14,2008,2,9.614,336.092,0.016501563,5.546043144,12.204,1.779364318,273.8914488,487.3526709,1.78507,869.9586323,0.103003149,0.086501586,75.25280183,-71.18484497,-0.211801664
Industry1,Company14,2008,3,9.339,345.791,0.015203125,5.257103797,11.746,1.779364318,257.0222288,457.3361829,1.78507,816.3771,0.10341509,0.088211965,72.01422835,-67.93233215,-0.196454888
Industry1,Company14,2008,4,3.89,366.186,0.003276271,1.199724641,6.444,1.779364318,202.7544862,360.774098,1.78507,644.0070192,0.142392357,0.139116085,89.59173552,-86.90146016,-0.237315081
Industry1,Company14,2009,1,4.497,380.955,0.002122951,0.80874873,7.099,1.779364318,226.0567202,402.2372617,1.78507,718.0216688,0.153791018,0.151668067,108.9009588,-105.2127076,-0.276181459
Industry1,Company14,2009,2,7.593,376.402,0.001712698,0.644663108,10.245,1.779364318,236.0634328,420.0428491,1.78507,749.8058886,0.144075374,0.142362675,106.7443723,-99.79603545,-0.265131523
Industry1,Company14,2009,3,9.891,374.826,0.0016,0.5997216,13.083,1.779364318,240.6134108,428.1389176,1.78507,764.2579377,0.139873294,0.138273294,105.6764627,-96.38518434,-0.257146474
Industry1,Company14,2009,4,-5.699,353.909,0.000604839,0.214057863,-0.583,1.779364318,205.1504705,365.0374269,1.78507,651.6173597,0.126943228,0.12633839,82.32428792,-88.23734578,-0.24932213
Industry1,Company14,2010,1,6.855,348.612,0.001098361,0.382901705,10.312,1.779364318,257.8798308,458.8621692,1.78507,819.1010924,0.123732312,0.122633952,100.4496039,-93.9775056,-0.269576221
Industry1,Company14,2010,2,9.027,346.777,0.001482813,0.51420527,12.41,1.779364318,201.6050446,358.7288227,1.78507,640.3560596,0.146063565,0.144580752,92.58316067,-84.07036594,-0.242433512
Industry1,Company14,2010,3,6.232,350.431,0.001548438,0.542620502,9.462,1.779364318,250.9134177,446.4663824,1.78507,796.9737452,0.141588212,0.140039774,111.6080235,-105.918644,-0.302252495
Industry1,Company14,2010,4,4.354,345.452,0.001395161,0.481961258,7.881,1.779364318,221.8575745,394.7654518,1.78507,704.683965,0.136534256,0.135139095,95.23035321,-91.35831446,-0.264460227
Industry1,Company14,2011,1,4.259,357.51,0.001267742,0.453230419,7.67,1.779364318,274.1388972,487.7929718,1.78507,870.7446002,0.111499936,0.110232194,95.98408783,-92.17831825,-0.257834238
Industry1,Company14,2011,2,-2.593,872.919,0.000452381,0.394891929,1.013,1.779364318,582.6482095,1036.743434,1.78507,1850.659601,0.116611679,0.116159298,214.9713206,-217.9592125,-0.249690077
Industry1,Company14,2011,3,9.632,860.829,0.00025,0.21520725,17.087,1.779364318,531.2320253,945.2553102,1.78507,1687.346897,0.137288749,0.137038749,231.2319073,-221.8151146,-0.257676164
Industry1,Company14,2011,4,-45.425,808.087,0.000147541,0.119225951,-38.439,1.779364318,485.1831783,863.317635,1.78507,1541.082411,0.123576266,0.123428725,190.2138374,-235.7580634,-0.291748368
Industry1,Company14,2012,1,11.859,794.444,0.000706452,0.561236245,18.663,1.779364318,486.1827557,865.0962474,1.78507,1544.257358,0.123055062,0.12234861,188.9377419,-177.6399781,-0.223602895
Industry1,Company14,2012,2,14.012,804.635,0.000882812,0.710341836,21.015,1.779364318,457.9416447,814.8450221,1.78507,1454.555404,0.131988178,0.131105366,190.7000184,-177.3983603,-0.220470599
Industry1,Company14,2012,3,14.24,795.251,0.001015873,0.807874032,21.894,1.779364318,495.980804,882.530545,1.78507,1575.3788,0.124454662,0.123438789,194.4628516,-181.0307256,-0.227639733
Industry1,Company14,2012,4,14.702,780.089,0.000896721,0.699522431,22.654,1.779364318,490.5243501,872.8215255,1.78507,1558.047521,0.121587674,0.120690953,188.04224,-174.0397624,-0.223102444
Industry1,Company14,2013,1,10.302,765.608,0.000863333,0.660974907,17.335,1.779364318,538.0862335,957.4514438,1.78507,1709.117849,0.12041032,0.119546987,204.3198887,-194.6788636,-0.25428008
Industry1,Company14,2013,2,15.043,772.826,0.000515625,0.398488406,22.183,1.779364318,544.2459888,968.4118926,1.78507,1728.683017,0.116878909,0.116363284,201.1552331,-186.5107215,-0.241335982
Industry1,Company14,2013,3,11.953,760.046,0.000321875,0.244639806,19.155,1.779364318,607.933061,1081.734396,1.78507,1930.971619,0.109182009,0.108860134,210.2058287,-198.4974685,-0.261165072
Industry1,Company14,2013,4,-0.109,762.645,0.000601613,0.458817073,9.442,1.779364318,606.3354367,1078.891641,1.78507,1925.897101,0.110711,0.110109388,212.0593504,-212.6271674,-0.278802283
Industry1,Company14,2014,1,14.828,753.162,0.000493443,0.371642233,22.254,1.779364318,553.944575,985.6692107,1.78507,1759.488538,0.106104758,0.105611315,185.8218984,-171.3655406,-0.227528129
Industry1,Company14,2014,2,16.81,759.254,0.000330159,0.250674337,24.509,1.779364318,560.0753339,996.5780645,1.78507,1778.961606,0.088125948,0.08779579,156.1853387,-139.6260131,-0.18389895
Industry1,Company14,2014,3,10.062,755.671,0.000264063,0.199544373,16.766,1.779364318,591.6849867,1052.823153,1.78507,1879.363025,0.073156622,0.072892559,136.991581,-127.1291253,-0.168233431
Industry1,Company14,2014,4,10.067,747.599,0.000225806,0.168812677,17.262,1.779364318,521.298335,927.5796563,1.78507,1655.794617,0.060286375,0.060060568,99.44796578,-89.54977845,-0.11978317
Industry1,Company14,2015,1,3.627,725.927,0.000245902,0.178506639,10.541,1.779364318,525.3512525,934.791273,1.78507,1668.667858,0.062177278,0.061931376,103.3428966,-99.89440327,-0.137609434
Industry1,Company14,2015,2,10.839,709.97,0.000182813,0.129791391,17.353,1.779364318,509.8280946,907.1699198,1.78507,1619.361809,0.074055079,0.073872267,119.6259273,-108.9167187,-0.153410311
Industry1,Company14,2015,3,-1.177,692.401,0.000426563,0.295352302,5.459,1.779364318,467.0230388,831.0041309,1.78507,1483.400544,0.078926184,0.078499621,116.4463811,-117.9187334,-0.170304106
Industry1,Company14,2015,4,-88.598,561.42,0.001254839,0.704491548,-81.816,1.779364318,419.359638,746.1935761,1.78507,1332.007767,0.093931981,0.092677143,123.4466738,-212.7491654,-0.378948319
Industry1,Company14,2016,1,4.293,519.374,0.002904918,1.508738898,10.148,1.779364318,346.153648,615.9334498,1.78507,1099.484323,0.113987339,0.111082421,122.1333805,-119.3491194,-0.229794174
Industry1,Company14,2016,2,7.266,520.299,0.00259375,1.349525531,12.742,1.779364318,396.2489122,705.0711753,1.78507,1258.601403,0.105136647,0.102542897,129.0606341,-123.1441596,-0.236679601
Industry1,Company14,2016,3,8.052,520.982,0.002982813,1.553991622,14.141,1.779364318,422.3633716,751.5383125,1.78507,1341.548496,0.113571695,0.110588882,148.3603488,-141.8623404,-0.272297969
Industry1,Company14,2016,4,8.957,515.429,0.004332787,2.233244011,14.397,1.779364318,445.5808603,792.8506835,1.78507,1415.29397,0.118230045,0.113897258,161.198103,-154.4743471,-0.299700535
Industry1,Company14,2017,1,4.1,517.971,0.00606129,3.13957261,9.882,1.779364318,479.4865865,853.1813229,1.78507,1522.988384,0.128602948,0.122541658,186.6295217,-185.6690943,-0.358454613
Industry1,Company14,2017,2,6.623,535.772,0.009080952,4.865320019,12.371,1.779364318,519.6565025,924.658238,1.78507,1650.579681,0.128989969,0.119909017,197.9193864,-196.1617064,-0.366129074
Industry1,Company14,2017,3,7.195,593.849,0.010539683,6.258979937,12.814,1.779364318,581.6685899,1035.000334,1.78507,1847.548045,0.137315668,0.126775986,234.2247244,-233.2887044,-0.39284179
Industry1,Company14,2017,4,-2.741,566.753,0.012266129,6.951865427,2.955,1.779364318,536.3243265,954.3163693,1.78507,1703.521521,0.123053492,0.110787363,188.7286577,-198.4215232,-0.35010229
Industry1,Company14,2018,1,5.256,597.569,0.015821311,9.454325277,11.237,1.779364318,553.6672332,985.1757186,1.78507,1758.60762,0.10360287,0.087781558,154.3733169,-158.5716422,-0.265361226
Industry1,Company14,2018,2,5.596,631.893,0.018746875,11.84601908,11.93,1.779364318,604.9034623,1076.343636,1.78507,1921.348735,0.120985958,0.102239083,196.4369334,-202.6869525,-0.320761509
Industry1,Company14,2018,3,6.787,642.565,0.020746032,13.33067389,13.107,1.779364318,691.7980033,1230.960682,1.78507,2197.350985,0.107642393,0.086896361,190.9418055,-197.4854794,-0.307339303
Industry1,Company14,2018,4,6.279,648.143,0.023567213,15.27492421,12.94,1.779364318,634.0186493,1128.150161,1.78507,2013.827009,0.118077187,0.094509974,190.3267386,-199.3226628,-0.307528837
Industry1,Company15,2008,1,368,14485,0.021044262,304.8261393,419,0.278236595,17470.56383,4860.950196,2.478327,12047.02412,0.090788524,0.069744261,840.2107996,-777.0369389,-0.053644248
Industry1,Company15,2008,2,501,14521,0.016501563,239.6191891,553,0.278236595,14993.38507,4171.70841,2.478327,10338.85759,0.100826422,0.084324859,871.8227108,-610.4418999,-0.042038558
Industry1,Company15,2008,3,400,14782,0.015203125,224.7325938,452,0.278236595,15867.59929,4414.946798,2.478327,10941.68185,0.100713921,0.085510796,935.6319248,-760.3645185,-0.051438541
Industry1,Company15,2008,4,416,14484,0.003276271,47.45351186,467,0.278236595,12461.79778,3467.328183,2.478327,8593.173054,0.101388117,0.098111846,843.0920703,-474.5455821,-0.032763434
