src,dst,rel
12208,809,subClassOf
9047,809,subClassOf
8430,809,subClassOf
11820,809,subClassOf
3950,809,subClassOf
553,809,subClassOf
2318,809,subClassOf
976,809,subClassOf
5797,809,subClassOf
2883,809,subClassOf
4694,809,subClassOf
