id,cap_name,type,prevParentId,prevId,capability_lib_id,industry_tree_id,company_id,hierarchy_id,parentId,tags,location,technologies,mpath,capability
1536,Omnichannel,master,22642,22646,603,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1536.,
1537,Social Media,master,22642,22647,869,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1537.,
1538,Partner,master,22642,22648,633,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1538.,
1539,Gorilla Marketing,master,22642,22649,1341,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1539.,
1540,Distributor Management,master,22642,22650,379,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1540.,
1541,Dealer Management,master,22642,22651,1342,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1541.,
1542,Multi-Channel,master,22638,22652,1184,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1542.,
1543,Multi-Digital,master,22638,22653,1185,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1543.,
1544,Promotions,master,22638,22654,734,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1544.,
1545,Public Relations,master,22627,22655,745,,,5,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1545.,
1546,Content Creation,master,22655,22656,1186,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1546.,
1547,Media Management,master,22655,22657,576,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1547.,
1548,Community Relations,master,22655,22658,1187,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1548.,
1549,Financial Communications,master,22655,22659,1188,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1549.,
1550,Crisis Management,master,22655,22660,1189,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1550.,
1551,Reputation Management,master,22655,22661,1190,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1551.,
1552,Tre,master,22655,22662,1191,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1552.,
1553,Recall Management,master,22655,22663,761,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1553.,
1554,Materials Handling,master,22903,22664,572,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1554.,
1555,Automated Guided Vehicles,master,22664,22665,126,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1555.,
1556,Driverless Train,master,22665,22666,382,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1556.,
1557,Pallet Truck,master,22665,22667,630,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1557.,
1558,Load Carrier,master,22665,22668,534,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1558.,
1559,Light Load,master,22665,22669,531,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1559.,
1560,Forklift,master,22665,22670,445,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1560.,
1561,Rail-Guided Vehicles,master,22665,22671,757,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1561.,
1562,Connected Lift Truck,master,22665,22672,264,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1562.,
1563,Conveyor Systems,master,22664,22673,282,,,4,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1563.,
1564,Cranes & Hoists,master,22664,22674,296,,,3,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1564.,
1565,Autonomous Vehicles & Drones,master,6385,22675,130,,,42,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1565.,
1566,Monorail Systems,master,22664,22676,589,,,5,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1566.,
1567,On-site Cranes,master,22664,22677,606,,,6,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1567.,
1568,Skillet Line Communications,master,22664,22678,868,,,7,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1568.,
1569,Materials Science,master,22728,22679,575,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1569.,
1570,Blue Lasers/Precision Cutting,master,22679,22680,154,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1570.,
1571,By-Products,master,22679,22681,1052,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1571.,
1572,Ceramic Materials,master,22679,22682,206,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1572.,
1573,Insulation,master,22679,22683,497,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1573.,
1574,Additive Manufacturing,master,22679,22684,90,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1574.,
1575,Nano Materials,master,22679,22685,595,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1575.,
1576,Specialty Chemicals,master,22679,22686,878,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1576.,
1577,Monitor/Track,master,22763,22687,586,,,4,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1577.,
1578,Assets,master,22687,22688,118,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1578.,
1579,Cybersecurity,master,22687,22689,342,,,3,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1579.,
1580,Defects,master,22687,22690,356,,,5,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1580.,
1581,Device,master,22687,22691,366,,,6,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1581.,
1582,Emissions,master,22687,22692,403,,,7,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1582.,
1583,Facilities,master,22687,22693,419,,,9,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1583.,
1584,Fleet Management,master,22687,22694,441,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1584.,
1585,Leakage Monitoring,master,22687,22695,525,,,1,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1585.,
1586,Machines,master,22687,22696,544,,,4,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1586.,
1587,Processes,master,22687,22697,702,,,8,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1587.,
1588,Product Development,master,20629,22698,711,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1588.,
1589,Engineering,master,22698,22699,407,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1589.,
1590,Prototyping,master,22728,22700,741,,,5,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1590.,
1591,CAD,master,22699,22701,1192,,,3,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1591.,
1592,3D Wireframe and Surface Modelling,master,22701,22702,1343,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1592.,
1593,2D CAD,master,22701,22703,1344,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1593.,
1594,Solid Modelling,master,22701,22704,1345,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1594.,
1595,3D CAD,master,22701,22705,1346,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1595.,
1596,Time Management,master,22699,22706,1193,,,6,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1596.,
1597,Electrical Engineering,master,22699,22707,1194,,,5,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1597.,
1598,Mechanical Engineering,master,22699,22708,1195,,,4,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1598.,
1599,Process Engineering,master,22699,22709,1196,,,7,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1599.,
1600,Documentation Management,master,22724,22710,380,,,6,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1600.,
