id,cap_name,type,prevParentId,prevId,capability_lib_id,industry_tree_id,company_id,hierarchy_id,parentId,tags,location,technologies,mpath,capability
556,Investment Portfolio Analysis,master,16593,16597,62,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],556.,
557,Investment Portfolio Management,master,16593,16599,512,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],557.,
558,eTrading Workbench,master,16593,16601,411,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],558.,
559,Wholesale Trading,master,16522,16603,64,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],559.,
560,Trading Book Oversight,master,6385,16604,65,,,119,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],560.,
561,Trading Models,master,16603,16607,66,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],561.,
562,Dealer Workbench,master,16603,16609,67,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],562.,
563,Quote Management,master,16603,16611,68,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],563.,
564,Suitability Checking,master,16603,16613,69,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],564.,
565,Credit Risk Operations,master,16603,16615,70,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],565.,
566,Market Making,master,16603,16617,71,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],566.,
567,ECM/DCM,master,16603,16619,72,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],567.,
568,Program Trading,master,16603,16621,73,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],568.,
569,Traded Position Management,master,16603,16623,919,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],569.,
570,Market Order,master,6385,16624,75,,,120,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],570.,
571,Market Order,master,16603,16625,75,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],571.,
572,Market Operations,master,16522,16627,563,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],572.,
573,Mutual Fund Administration,master,6385,16628,594,,,121,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],573.,
574,Hedge Fund Administration,master,16627,16631,467,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],574.,
575,Unit Trust Administration,master,16627,16633,930,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],575.,
576,Trade Confirmation Matching,master,16627,16635,916,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],576.,
577,Order Allocation,master,16627,16637,616,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],577.,
578,Settlement Obligation Management,master,16627,16639,858,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],578.,
579,Securities Delivery,master,16627,16641,838,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],579.,
580,Receipt Management,master,16627,16643,762,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],580.,
581,Securities Fails Processing,master,16627,16645,839,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],581.,
582,Trade/Price Reporting,master,16627,16647,918,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],582.,
583,Custody Administration,master,16627,16649,309,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],583.,
584,Corporate Events,master,16627,16651,283,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],584.,
585,Financial Instrument Valuation,master,16627,16653,434,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],585.,
586,Trade Banking,master,16522,16655,915,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],586.,
587,Letter of Credit,master,6385,16656,529,,,122,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],587.,
588,Bank Guarantee,master,16655,16659,139,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],588.,
589,Trade Finance,master,16655,16661,917,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],589.,
590,Credit Management,master,16655,16663,299,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],590.,
591,Credit Facility,master,16655,16665,298,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],591.,
592,Project Finance,master,16655,16667,732,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],592.,
593,Limit & Exposure Management,master,16655,16669,532,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],593.,
594,Syndicated Loan,master,16655,16671,904,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],594.,
595,Cash Management & Account,master,16655,16673,201,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],595.,
596,Service,master,16655,16675,848,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],596.,
597,Direct Debit Mandate,master,16655,16677,369,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],597.,
598,Direct Debit,master,16655,16679,368,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],598.,
599,Cheque Lock Box,master,16655,16681,214,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],599.,
600,Factoring,master,16655,16683,421,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],600.,
601,Corporate Financing & Advisory,master,16522,16685,285,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],601.,
602,Corporate Finance,master,6385,16686,284,,,123,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],602.,
603,M&A Advisory,master,16685,16689,542,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],603.,
604,Corporate Tax Advisory,master,16685,16691,286,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],604.,
605,Public Offering,master,16685,16693,743,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],605.,
606,Private Placement,master,16685,16695,695,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],606.,
607,Payments,master,16522,16697,646,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],607.,
608,Payments Execution,master,6385,16698,647,,,124,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],608.,
609,Financial Message Analysis,master,16697,16701,437,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],609.,
610,Financial Gateway,master,16697,16703,431,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],610.,
611,Correspondent Bank,master,16697,16705,291,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],611.,
612,Cheque Processing,master,16697,16707,215,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],612.,
613,Central Cash Handling,master,16697,16709,205,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],613.,
614,ACH Fulfillment,master,16697,16711,89,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],614.,
615,Card eCommerce,master,16697,16713,189,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],615.,
616,Card Clearing,master,16697,16715,187,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],616.,
617,Card Financial Settlement,master,16697,16717,190,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],617.,
618,Collateral Administration,master,16522,16719,244,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],618.,
619,Collateral Allocation Management,master,6385,16720,245,,,125,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],619.,
620,Collateral Asset Administration,master,16719,16723,246,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],620.,
621,Collections,master,16719,16725,248,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],621.,
622,Account Management,master,16522,16727,84,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],622.,
623,Position Keeping,master,6385,16728,678,,,126,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],623.,
624,Reward Points Account,master,16727,16731,803,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],624.,
625,Accounts Receivable,master,16727,16733,88,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],625.,
626,Account Reconciliation,master,16727,16735,85,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],626.,
627,Counterparty Risk,master,16727,16737,295,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],627.,
628,Position Management,master,16727,16739,679,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],628.,
629,Fraud Detection,master,16727,16741,448,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],629.,
630,Transaction Engine,master,16727,16743,922,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],630.,
631,Product Combination,master,16727,16745,708,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],631.,
632,Customer Position,master,16727,16747,330,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],632.,
633,Fraud Case,master,16727,16749,447,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],633.,
634,Operational Services,master,16522,16751,609,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],634.,
635,Issued Device Administration,master,6385,16752,518,,,127,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],635.,
636,Issued Device Tracking,master,16751,16755,519,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],636.,
637,Disbursement,master,16751,16757,371,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],637.,
638,Open Item Management,master,16751,16759,607,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],638.,
639,Leasing Item Administration,master,16751,16761,526,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],639.,
640,Dunning,master,16751,16763,388,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],640.,
641,Customer Billing,master,16751,16765,317,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],641.,
642,Rewards Points Awards & Redemption,master,16751,16767,804,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],642.,
643,Channel Activity Analysis,master,16751,16769,208,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],643.,
644,Channel Activity History,master,16751,16771,209,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],644.,
645,Card Transaction Switch,master,16751,16773,193,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],645.,
646,Delinquent Account,master,16751,16775,357,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],646.,
647,Card Collections,master,16751,16777,188,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],647.,
648,Sales & Service,master,13725,16779,825,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],648.,
649,Channel Specific,master,6385,16784,212,,,128,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],649.,
650,Channel Specific,master,16779,16785,212,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],650.,
651,Branch Location Management,master,16785,16786,158,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],651.,
652,Contact Center Management,master,6385,16787,267,,,129,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],652.,
653,Branch Network Management,master,16785,16790,160,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],653.,
654,E-Branch Management,master,16785,16792,391,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],654.,
655,Advanced Voice Services Operations,master,16785,16794,93,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],655.,
656,ATM Network Management,master,16785,16796,120,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],656.,
657,Contact Center Operations,master,16785,16798,268,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],657.,
658,Branch Location Operations,master,16785,16800,159,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],658.,
659,E-Branch Operations,master,16785,16802,392,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],659.,
660,ATM Network Operations,master,16785,16804,121,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],660.,
661,Branch Currency Management,master,16785,16806,157,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],661.,
662,Branch Currency Distribution,master,16785,16808,156,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],662.,
663,Product Inventory Item Management,master,16785,16810,716,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],663.,
664,Product Inventory Distribution,master,16785,16812,715,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],664.,
665,Card Terminal,master,16785,16814,191,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],665.,
666,Card Terminal Operation,master,16785,16816,192,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],666.,
667,Cross-Channel,master,16779,16818,306,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],667.,
668,Party Authentication,master,6385,16819,637,,,130,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],668.,
669,Transaction Authorization,master,16818,16822,921,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],669.,
670,Point of Service,master,16818,16824,671,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],670.,
671,Servicing Event History,master,16818,16826,854,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],671.,
672,Servicing Activity Analysis,master,16818,16828,853,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],672.,
673,Contact Routing,master,16818,16830,271,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],673.,
674,Contact Dialogue,master,16818,16832,269,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],674.,
675,Interactive Help,master,16818,16834,502,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],675.,
676,Contact Handler,master,16818,16836,270,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],676.,
677,Customer Workbench,master,16818,16838,340,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],677.,
678,Marketing,master,16779,16840,569,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],678.,
679,Business Development,master,13405,16841,177,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],679.,
680,Brand Management,master,16840,16844,162,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],680.,
681,Advertising,master,16840,16846,95,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],681.,
682,Promotional Events,master,16840,16848,733,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],682.,
683,Prospect Campaign Management,master,16840,16850,738,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],683.,
684,Prospect Campaign Design,master,16840,16852,736,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],684.,
685,Customer Campaign Management,master,16840,16854,320,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],685.,
686,Customer Campaign Design,master,16840,16856,318,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],686.,
687,Customer Surveys,master,16840,16858,339,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],687.,
688,Prospect Campaign Execution,master,6385,16861,737,,,132,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],688.,
689,Customer Management,master,16779,16888,327,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],689.,
690,Customer Product/Service Eligibility,master,16888,16892,332,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],690.,
691,Customer Agreement,master,16888,16894,313,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],691.,
692,Sales Product Agreement,master,16888,16896,830,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],692.,
693,Customer Access Entitlement,master,16888,16898,310,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],693.,
694,Customer Behavioral Insights,master,16888,16900,316,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],694.,
695,Customer Credit Rating,master,16888,16902,322,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],695.,
696,Account Recovery,master,16888,16904,86,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],696.,
697,Customer Event History,master,16888,16906,323,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],697.,
698,Customer Reference Data Management,master,16888,16908,335,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],698.,
699,Customer Precedents,master,16888,16910,331,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],699.,
700,Customer Proposition,master,16888,16912,334,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],700.,
701,Servicing,master,16779,16914,852,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],701.,
702,Servicing Issue,master,6385,16915,855,,,133,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],702.,
703,Customer Case Management,master,16914,16918,321,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],703.,
704,Case Root Cause Analysis,master,16914,16920,198,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],704.,
705,Card Case,master,16914,16922,186,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],705.,
706,Servicing Order,master,16914,16924,857,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],706.,
707,Payment Order,master,16914,16926,645,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],707.,
708,Servicing Mandate,master,16914,16928,856,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],708.,
709,Payment Initiation,master,16914,16930,644,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],709.,
710,Reference Data Management,master,13725,16932,774,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],710.,
711,Party,master,6385,16937,636,,,134,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],711.,
712,Party,master,16932,16938,636,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],712.,
713,Party Data Management,master,16938,16939,638,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],713.,
714,Customer Profile,master,6385,16940,333,,,135,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],714.,
715,External Agency,master,16932,16943,417,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],715.,
716,Information Provider Administration,master,6385,16944,486,,,136,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],716.,
717,Syndicate Management,master,16943,16947,903,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],717.,
718,Interbank Relationship Management,master,16943,16949,503,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],718.,
719,Correspondent Bank Relationship Management,master,16943,16951,293,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],719.,
720,Correspondent Bank Data Management,master,16943,16953,292,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],720.,
721,Sub-Custodian Agreement,master,16943,16955,891,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],721.,
722,Product Service Agency,master,16943,16957,723,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],722.,
723,Product Broker Agreement,master,16943,16959,707,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],723.,
724,Contractor/Supplier Agreement,master,16943,16961,278,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],724.,
725,Market Data,master,16932,16963,558,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],725.,
726,Information Provider Operation,master,6385,16964,487,,,137,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],726.,
727,Market Information Management,master,16963,16967,561,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],727.,
728,Financial Market Analysis,master,16963,16969,435,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],728.,
729,Financial Market Research,master,16963,16971,436,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],729.,
730,Quant Model,master,16963,16973,751,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],730.,
731,Market Data Switch Admin,master,16963,16975,559,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],731.,
732,Market Data Switch Ops,master,16963,16977,560,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],732.,
733,Financial Instr. Ref Data Management,master,16963,16979,972,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],733.,
734,Counterparty Administration,master,16963,16981,294,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],734.,
735,Public Reference Data Management,master,16963,16983,744,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],735.,
736,Location Data Management,master,16963,16985,538,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],736.,
737,Product Management,master,16932,16987,718,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],737.,
738,Product Design,master,6385,16988,710,,,138,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],738.,
739,Product Deployment,master,16987,16991,709,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],739.,
740,Product Training,master,16987,16993,727,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],740.,
741,Product Quality Assurance,master,16987,16995,720,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],741.,
742,Discount Pricing,master,16987,16997,372,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],742.,
