id,cap_name,type,industry_tree_id,company_id,parentId,mpath,capability_lib_id,capability,tags,location,technologies,hierarchy_id
17291,Approvals,master,,,17285,6385.13726.17285.17291.,125,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17293,Pharmacy Drug Packaging & Labeling,master,,,17285,6385.13726.17285.17293.,685,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17295,Case Report Forms (CRFs),master,,,17285,6385.13726.17285.17295.,219,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17297,Data Management Plan,master,,,17285,6385.13726.17285.17297.,368,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17299,Statistical Analysis Plan,master,,,17285,6385.13726.17285.17299.,908,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17301,Contracting,master,,,17285,6385.13726.17285.17301.,299,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17303,Site Management,master,,,17285,6385.13726.17285.17303.,890,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17305,Certification,master,,,17285,6385.13726.17285.17305.,229,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17307,Reporting,master,,,17285,6385.13726.17285.17307.,814,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17309,Record Retention,master,,,17285,6385.13726.17285.17309.,791,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17311,Setup & Manage,master,,,17285,6385.13726.17285.17311.,886,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17313,Study Management,master,,,17285,6385.13726.17285.17313.,916,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17315,Participant Recruitment & Retention,master,,,17285,6385.13726.17285.17315.,656,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17317,Quality Management,master,,,17285,6385.13726.17285.17317.,774,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17319,Security & Privacy,master,,,17285,6385.13726.17285.17319.,867,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17321,Close Out,master,,,17285,6385.13726.17285.17321.,258,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17323,Participant Subject Protection,master,,,17285,6385.13726.17285.17323.,657,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17325,Protocol Review,master,,,17285,6385.13726.17285.17325.,766,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17327,Adverse Event Reporting,master,,,17285,6385.13726.17285.17327.,112,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17329,Privacy Confidentiality,master,,,17285,6385.13726.17285.17329.,720,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17331,Indemnification & Compensation,master,,,17285,6385.13726.17285.17331.,506,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17333,Companion Diagnostic Feasibility & Utility,master,,,17285,6385.13726.17285.17333.,275,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17335,Pharmacovigilance,master,,,17285,6385.13726.17285.17335.,683,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17337,SAEs,master,,,17285,6385.13726.17285.17337.,847,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17339,Dosage Adjustments,master,,,17285,6385.13726.17285.17339.,404,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17341,Premature Withdrawals,master,,,17285,6385.13726.17285.17341.,715,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17343,Drug Disclosure,master,,,17285,6385.13726.17285.17343.,409,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17345,Unblinding,master,,,17285,6385.13726.17285.17345.,954,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17347,Subject Follow-up,master,,,17285,6385.13726.17285.17347.,918,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17349,Surveillance Design & Planning,master,,,17285,6385.13726.17285.17349.,926,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17351,Surveillance Monitoring,master,,,17285,6385.13726.17285.17351.,927,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17353,Post Surveillance Monitoring,master,,,17285,6385.13726.17285.17353.,707,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17355,Study Assessments,master,,,13726,6385.13726.17355.,915,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17356,Pharmaceutics,master,,,6385,6385.17356.,681,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],157
17359,Manufacturing Viability,master,,,17355,6385.13726.17355.17359.,579,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17361,Efficacy/Assessment,master,,,17355,6385.13726.17355.17361.,420,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17363,ADME Profiling,master,,,17355,6385.13726.17355.17363.,110,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17365,Reporting & Filings,master,,,13726,6385.13726.17365.,816,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17366,Analysis,master,,,6385,6385.17366.,120,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],158
17369,Efficacy,master,,,17365,6385.13726.17365.17369.,419,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17371,Outcomes,master,,,17365,6385.13726.17365.17371.,647,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17373,Outcomes & Reporting,master,,,17365,6385.13726.17365.17373.,649,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17375,Assessment Criteria,master,,,17365,6385.13726.17365.17375.,131,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17377,Patient Reported Outcome (PRO),master,,,17365,6385.13726.17365.17377.,666,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17379,Observer Reported Outcome (ObsRO),master,,,17365,6385.13726.17365.17379.,626,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17381,Cllinician Reported Outcome (ClinRO),master,,,17365,6385.13726.17365.17381.,257,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17383,"Performance Outcome (Motor, Sensory, Cognition)",master,,,17365,6385.13726.17365.17383.,680,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17385,Companion/Complementary Diagnostics,master,,,17365,6385.13726.17365.17385.,276,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17387,Regulatory Management,master,,,17365,6385.13726.17365.17387.,804,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17389,Reporting,master,,,17365,6385.13726.17365.17389.,814,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17391,Regulatory,master,,,17365,6385.13726.17365.17391.,801,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17393,Sponsor,master,,,17365,6385.13726.17365.17393.,907,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17395,Clinical Guidance,master,,,17365,6385.13726.17365.17395.,249,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17397,Clinical Guidelines,master,,,17365,6385.13726.17365.17397.,250,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17399,Clinician Outreach,master,,,17365,6385.13726.17365.17399.,256,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17401,Clinical Pathways,master,,,17365,6385.13726.17365.17401.,252,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17403,Regulatory & Policy Management,master,,,17365,6385.13726.17365.17403.,803,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17405,Clinical Studies and Phase Trial Planning,master,,,17365,6385.13726.17365.17405.,255,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17407,Budgeting,master,,,17365,6385.13726.17365.17407.,185,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17409,New Drug Application Review (NDA),master,,,17365,6385.13726.17365.17409.,623,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17411,Biologics License Application (BLA),master,,,17365,6385.13726.17365.17411.,170,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17413,Technology Management,master,,,13726,6385.13726.17413.,934,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17414,Policy Administration,master,,,6385,6385.17414.,699,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],159
17417,Claims Management,master,,,17413,6385.13726.17413.17417.,242,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17419,Care Management,master,,,17413,6385.13726.17413.17419.,216,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17421,Wellness Management,master,,,17413,6385.13726.17413.17421.,975,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17423,Reporting & Analytics,master,,,17413,6385.13726.17413.17423.,815,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17425,Clinical Repository,master,,,17413,6385.13726.17413.17425.,253,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17427,Regulatory Reporting,master,,,17413,6385.13726.17413.17427.,805,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17429,Data Management,master,,,17413,6385.13726.17413.17429.,367,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17431,Clinical Research data,master,,,17413,6385.13726.17413.17431.,254,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17433,EHR Patient Health Records,master,,,17413,6385.13726.17413.17433.,421,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17435,Disease Registries,master,,,17413,6385.13726.17413.17435.,396,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17437,Demographic Registries,master,,,17413,6385.13726.17413.17437.,385,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17439,Outcomes Data,master,,,17413,6385.13726.17413.17439.,650,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17441,Pre-care & Post-care Studies,master,,,17413,6385.13726.17413.17441.,708,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17443,Claims data,master,,,17413,6385.13726.17413.17443.,239,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17445,Physician Information,master,,,17413,6385.13726.17413.17445.,688,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17447,Health Product Data,master,,,17413,6385.13726.17413.17447.,488,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17449,Electronic Data Capture,master,,,17413,6385.13726.17413.17449.,423,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17451,Clinical Data Interchange Standards,master,,,17413,6385.13726.17413.17451.,248,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17453,Clinical Data Acquisition Standards Harmonization,master,,,17413,6385.13726.17413.17453.,247,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17455,STDM Standards,master,,,17413,6385.13726.17413.17455.,909,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17457,Data Harmonization,master,,,17413,6385.13726.17413.17457.,365,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17459,Data Validation,master,,,17413,6385.13726.17413.17459.,371,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17461,Data Visibility,master,,,17413,6385.13726.17413.17461.,1027,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17463,Marketing & Communications,master,,,13726,6385.13726.17463.,595,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17467,Competitive Assessment,master,,,17463,6385.13726.17463.17467.,1026,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17469,Customer Segmentation,master,,,17463,6385.13726.17463.17469.,359,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17471,Customer Acquisition,master,,,17463,6385.13726.17463.17471.,334,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17473,Awareness,master,,,17463,6385.13726.17463.17473.,155,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17475,Advertising,master,,,17463,6385.13726.17463.17475.,113,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17477,Events,master,,,17463,6385.13726.17463.17477.,437,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17479,Social Media,master,,,17463,6385.13726.17463.17479.,895,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17481,Brand Management,master,,,17463,6385.13726.17463.17481.,182,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17483,Marketing,master,,,17463,6385.13726.17463.17483.,594,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17485,Promotions,master,,,17463,6385.13726.17463.17485.,760,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17487,Channels/Network,master,,,17463,6385.13726.17463.17487.,235,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17489,Collateral,master,,,17463,6385.13726.17463.17489.,265,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17491,Agency Management,master,,,17463,6385.13726.17463.17491.,118,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17493,Public Relations,master,,,17463,6385.13726.17463.17493.,771,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17495,Media Management,master,,,17463,6385.13726.17463.17495.,601,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17497,Recall Management,master,,,17463,6385.13726.17463.17497.,787,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17551,Risk & Regulatory Management,master,,,13726,6385.13726.17551.,833,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17555,Electronic Asset Management,master,,,17551,6385.13726.17551.17555.,422,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17557,IP Management,master,,,17551,6385.13726.17551.17557.,542,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17559,Compliance Management,master,,,17551,6385.13726.17551.17559.,279,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17561,Compliance Training & Monitoring,master,,,17551,6385.13726.17551.17561.,281,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17563,Data Management,master,,,17551,6385.13726.17551.17563.,367,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17565,Data Insurance,master,,,17551,6385.13726.17551.17565.,366,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17567,Cybersecurity,master,,,17551,6385.13726.17551.17567.,364,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17569,Data Privacy,master,,,17551,6385.13726.17551.17569.,370,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17571,Environmental Protection,master,,,17551,6385.13726.17551.17571.,433,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17573,Hazardous Materials Management,master,,,17551,6385.13726.17551.17573.,1028,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17575,Disposal Management,master,,,17551,6385.13726.17551.17575.,398,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17577,Clean Water Treatment,master,,,17551,6385.13726.17551.17577.,245,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17579,Health & Safety,master,,,17551,6385.13726.17551.17579.,487,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17581,Incident Management,master,,,17551,6385.13726.17551.17581.,504,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17583,Recall Management,master,,,17551,6385.13726.17551.17583.,787,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17585,Security & Safety,master,,,17551,6385.13726.17551.17585.,868,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17587,Quality Monitoring,master,,,17551,6385.13726.17551.17587.,775,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17589,Regulatory Management,master,,,17551,6385.13726.17551.17589.,804,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17591,Building Codes & Inspection,master,,,17551,6385.13726.17551.17591.,187,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17593,Reporting & Submissions,master,,,17551,6385.13726.17551.17593.,817,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17595,Regulatory,master,,,17551,6385.13726.17551.17595.,801,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17597,Legal,master,,,17551,6385.13726.17551.17597.,552,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17599,Risk Management Platform/Software,master,,,17551,6385.13726.17551.17599.,836,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17601,FDA Management,master,,,17551,6385.13726.17551.17601.,447,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17603,Process Design,master,,,17551,6385.13726.17551.17603.,724,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17605,Design of Experiment (DOE),master,,,17551,6385.13726.17551.17605.,387,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17607,Quality by Design (QBD),master,,,17551,6385.13726.17551.17607.,773,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17609,Process Analytical Technology (PAT),master,,,17551,6385.13726.17551.17609.,723,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17611,Critical Process Parameters (CPP),master,,,17551,6385.13726.17551.17611.,325,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17613,Critical Quality Attributes (CQA),master,,,17551,6385.13726.17551.17613.,326,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17615,Process Qualification,master,,,17551,6385.13726.17551.17615.,726,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17617,Process Verification,master,,,17551,6385.13726.17551.17617.,727,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17619,Process Monitoring & Measurement,master,,,17551,6385.13726.17551.17619.,725,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17621,Public Affairs Lobbying,master,,,17551,6385.13726.17551.17621.,768,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17623,Finance & Accounting,master,,,13726,6385.13726.17623.,452,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17627,Audit,master,,,17623,6385.13726.17623.17627.,142,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17629,"Billing, Collections & Bad Debt",master,,,17623,6385.13726.17623.17629.,168,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17631,Group Billing & Payment Processing,master,,,17623,6385.13726.17623.17631.,482,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17633,Budgeting,master,,,17623,6385.13726.17623.17633.,185,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17635,Payments,master,,,17623,6385.13726.17623.17635.,672,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17637,Settlements,master,,,17623,6385.13726.17623.17637.,885,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17639,Reconciliation,master,,,17623,6385.13726.17623.17639.,790,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17641,AR/AP,master,,,17623,6385.13726.17623.17641.,126,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17643,Commissions,master,,,17623,6385.13726.17623.17643.,273,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17645,Denials,master,,,17623,6385.13726.17623.17645.,386,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17647,Tax Management,master,,,17623,6385.13726.17623.17647.,931,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17649,Treasury Services,master,,,17623,6385.13726.17623.17649.,953,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17651,Cash Management,master,,,17623,6385.13726.17623.17651.,222,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17653,Cash Forecasting,master,,,17623,6385.13726.17623.17653.,221,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17655,Business Management Support,master,,,13727,6385.13727.17655.,94,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17656,Business Planning/Budgeting,master,,,6385,6385.17656.,199,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],161
17659,Building/Facility Management,master,,,17655,6385.13727.17655.17659.,189,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17661,Investment Strategy,master,,,17655,6385.13727.17655.17661.,538,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17663,Treasury Planning,master,,,17655,6385.13727.17655.17663.,952,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17665,Bulk Reserving,master,,,17655,6385.13727.17655.17665.,192,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17667,Vendor Tracking,master,,,17655,6385.13727.17655.17667.,961,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17669,Brand Tracking,master,,,17655,6385.13727.17655.17669.,183,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17671,Auditing,master,,,17655,6385.13727.17655.17671.,143,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17673,Building/Facility Tracking,master,,,17655,6385.13727.17655.17673.,190,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17675,"Vendor Administration, Terms & Pricing",master,,,17655,6385.13727.17655.17675.,959,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17677,General Ledger,master,,,17655,6385.13727.17655.17677.,479,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17679,Accounts Receivable,master,,,17655,6385.13727.17655.17679.,106,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17681,IT Management,master,,,17655,6385.13727.17655.17681.,545,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17683,Compliance Management,master,,,17655,6385.13727.17655.17683.,279,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
17685,Accounts Payable,master,,,17655,6385.13727.17655.17685.,105,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
