id,cap_name,type,industry_tree_id,company_id,parentId,mpath,capability_lib_id,capability,tags,location,technologies,hierarchy_id
16066,3D Printing,master,,,16064,6385.15512.15705.16064.16066.,98,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16068,Maintenance Repair and Operating Supply (MRO),master,,,16066,6385.15512.15705.16064.16066.16068.,574,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16070,Service Parts,master,,,16066,6385.15512.15705.16064.16066.16070.,876,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16072,Polymers,master,,,16066,6385.15512.15705.16064.16066.16072.,701,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16074,3D-Sensing,master,,,16066,6385.15512.15705.16064.16066.16074.,99,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16076,Augmented Reality,master,,,15705,6385.15512.15705.16076.,144,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16078,Blockchain,master,,,15705,6385.15512.15705.16078.,173,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16080,Distributed Ledger,master,,,16078,6385.15512.15705.16078.16080.,399,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16082,Sensor Monitoring,master,,,16078,6385.15512.15705.16078.16082.,871,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16084,Security,master,,,16078,6385.15512.15705.16078.16084.,866,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16086,Business Continuity,master,,,15705,6385.15512.15705.16086.,195,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16088,Conversational AI/Chatbots,master,,,15705,6385.15512.15705.16088.,303,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16090,Cybersecurity,master,,,15705,6385.15512.15705.16090.,364,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16092,Data Management,master,,,15705,6385.15512.15705.16092.,367,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16094,DevOps,master,,,15705,6385.15512.15705.16094.,390,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16096,Decommission and Disposal,master,,,15705,6385.15512.15705.16096.,375,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16098,Autonomous Vehicles & Drones,master,,,15705,6385.15512.15705.16098.,149,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16100,Infrastructure-as-a-Service (IaaS),master,,,15711,6385.15512.15705.15711.16100.,516,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16102,Database-as-a-Service (DBaaS),master,,,15711,6385.15512.15705.15711.16102.,374,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16104,Scenarios & Resilience,master,,,15628,6385.15512.15616.15628.16104.,861,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16106,Requirements,master,,,15640,6385.15512.15616.15640.16106.,818,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16108,Selection & Negotiation,master,,,15640,6385.15512.15616.15640.16108.,870,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16110,Assessments,master,,,16108,6385.15512.15616.15640.16108.16110.,132,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16112,Negotiation,master,,,16108,6385.15512.15616.15640.16108.16112.,621,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16114,Scheduling,master,,,15640,6385.15512.15616.15640.16114.,862,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16116,Review,master,,,15649,6385.15512.15616.15640.15649.16116.,828,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16118,Solicit Quotes,master,,,15649,6385.15512.15616.15640.15649.16118.,897,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16120,Exception Resolution,master,,,15649,6385.15512.15616.15640.15649.16120.,439,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16122,Scheduling,master,,,15649,6385.15512.15616.15640.15649.16122.,862,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16124,PO Tracking,master,,,15649,6385.15512.15616.15640.15649.16124.,696,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16126,Verify,master,,,15650,6385.15512.15616.15640.15649.15650.16126.,962,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16128,Payments,master,,,15640,6385.15512.15616.15640.16128.,672,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16130,Supplier Inventory Management,master,,,15640,6385.15512.15616.15640.16130.,923,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16132,Spend Management,master,,,15640,6385.15512.15616.15640.16132.,906,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16134,Assembly,master,,,15660,6385.15512.15616.15656.15660.16134.,23,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16135,Autonomous,master,,,16134,6385.15512.15616.15656.15660.16134.16135.,147,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16137,Robotics,master,,,16134,6385.15512.15616.15656.15660.16134.16137.,841,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16139,Fabrication,master,,,15660,6385.15512.15616.15656.15660.16139.,34,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16141,Cutting,master,,,16139,6385.15512.15616.15656.15660.16139.16141.,363,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16143,Foundries,master,,,16139,6385.15512.15616.15656.15660.16139.16143.,470,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16145,Additive Manufacturing,master,,,15660,6385.15512.15616.15656.15660.16145.,108,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16147,Integration,master,,,15656,6385.15512.15616.15656.16147.,525,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16149,Manufacturing Systems,master,,,16147,6385.15512.15616.15656.16147.16149.,578,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16151,Access to Order Commitments and Schedules,master,,,16147,6385.15512.15616.15656.16147.16151.,101,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16153,Visibility into Production Status,master,,,16147,6385.15512.15616.15656.16147.16153.,964,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16155,Packaging,master,,,15656,6385.15512.15616.15656.16155.,652,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16157,Product Engineering,master,,,15656,6385.15512.15616.15656.16157.,739,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16161,Monitor,master,,,15668,6385.15512.15616.15656.15668.16161.,607,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16163,Maintenance,master,,,15668,6385.15512.15616.15656.15668.16163.,571,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16164,Predictive Monitoring,master,,,16163,6385.15512.15616.15656.15668.16163.16164.,714,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16166,Monitoring,master,,,15668,6385.15512.15616.15656.15668.16166.,612,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16168,Remediation,master,,,15668,6385.15512.15616.15656.15668.16168.,810,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16170,Product Release,master,,,15656,6385.15512.15616.15656.16170.,747,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16172,Recycle,master,,,15676,6385.15512.15616.15656.15676.16172.,793,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16174,Logistics Planning,master,,,15656,6385.15512.15616.15656.16174.,564,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16176,Consolidate Orders,master,,,15691,6385.15512.15616.15680.15691.16176.,287,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16178,Build Loads,master,,,15691,6385.15512.15616.15680.15691.16178.,186,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16180,Transportation Management,master,,,15680,6385.15512.15616.15680.16180.,951,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16182,Carrier Selection,master,,,16180,6385.15512.15616.15680.16180.16182.,218,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16184,Planning,master,,,16180,6385.15512.15616.15680.16180.16184.,691,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16186,Routing,master,,,16180,6385.15512.15616.15680.16180.16186.,846,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16188,Shipment Tracking/Monitor,master,,,16180,6385.15512.15616.15680.16180.16188.,887,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16190,Data Management,master,,,15596,6385.15512.15596.16190.,367,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16192,Data Insurance,master,,,16190,6385.15512.15596.16190.16192.,366,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16194,Data Privacy,master,,,16190,6385.15512.15596.16190.16194.,370,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16196,Environmental Protection,master,,,15596,6385.15512.15596.16196.,433,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16197,Hazardous Materials Management,master,,,16196,6385.15512.15596.16196.16197.,1028,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16199,Clean Water Treatment,master,,,16196,6385.15512.15596.16196.16199.,245,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16201,Waste Management,master,,,16196,6385.15512.15596.16196.16201.,972,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16203,Incident Management,master,,,15596,6385.15512.15596.16203.,504,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16205,Regulatory Management,master,,,15596,6385.15512.15596.16205.,804,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16207,Legal,master,,,15606,6385.15512.15596.15606.16207.,552,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16209,FDA Management,master,,,15596,6385.15512.15596.16209.,447,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16211,Process Design,master,,,16209,6385.15512.15596.16209.16211.,724,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16213,Design of Experiment (DOE),master,,,16211,6385.15512.15596.16209.16211.16213.,387,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16215,Quality by Design (QBD),master,,,16211,6385.15512.15596.16209.16211.16215.,773,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16217,Process Analytical Technology (PAT),master,,,16211,6385.15512.15596.16209.16211.16217.,723,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16219,Critical Process Parameters (CPP),master,,,16211,6385.15512.15596.16209.16211.16219.,325,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16221,Critical Quality Attributes (CQA),master,,,16211,6385.15512.15596.16209.16211.16221.,326,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16223,Process Qualification,master,,,16209,6385.15512.15596.16209.16223.,726,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16225,Process Verification,master,,,16223,6385.15512.15596.16209.16223.16225.,727,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16227,Process Monitoring & Measurement,master,,,16223,6385.15512.15596.16209.16223.16227.,725,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16229,Public Affairs Lobbying,master,,,15596,6385.15512.15596.16229.,768,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16231,Customer Analysis & Segmentation,master,,,15612,6385.15512.15612.16231.,336,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16233,Channel Management,master,,,15612,6385.15512.15612.16233.,232,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16235,eCommerce,master,,,16233,6385.15512.15612.16233.16235.,417,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16237,Field Sales,master,,,16233,6385.15512.15612.16233.16237.,449,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16239,Aftermarket Sales,master,,,16233,6385.15512.15612.16233.16239.,116,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16241,Pricing & Quoting,master,,,16233,6385.15512.15612.16233.16241.,718,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16243,Omnichannel,master,,,16233,6385.15512.15612.16233.16243.,628,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16245,Social Media,master,,,16233,6385.15512.15612.16233.16245.,895,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16247,Partner,master,,,16233,6385.15512.15612.16233.16247.,658,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16249,Distributor Management,master,,,16233,6385.15512.15612.16233.16249.,402,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16251,Customer Relationship Management,master,,,15612,6385.15512.15612.16251.,358,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16253,Offer Management,master,,,15612,6385.15512.15612.16253.,627,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16255,Indirect Sales,master,,,15612,6385.15512.15612.16255.,507,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16257,Monitor/Track,master,,,15512,6385.15512.16257.,611,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],22
16259,Assets,master,,,16257,6385.15512.16257.16259.,137,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16261,Cybersecurity,master,,,16257,6385.15512.16257.16261.,364,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16263,Defects,master,,,16257,6385.15512.16257.16263.,378,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16265,Device,master,,,16257,6385.15512.16257.16265.,389,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16267,Emissions,master,,,16257,6385.15512.16257.16267.,427,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16269,Facilities,master,,,16257,6385.15512.16257.16269.,443,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16271,Fleet Management,master,,,16257,6385.15512.16257.16271.,465,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16273,Leakage Monitoring,master,,,16257,6385.15512.16257.16273.,550,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16275,Machines,master,,,16257,6385.15512.16257.16275.,569,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16277,Processes,master,,,16257,6385.15512.16257.16277.,728,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16279,Fleet Management,master,,,15616,6385.15512.15616.16279.,465,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16281,Forecast & Demand Planning,master,,,15616,6385.15512.15616.16281.,466,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16283,Plan,master,,,15616,6385.15512.15616.16283.,27,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16285,Procure,master,,,15616,6385.15512.15616.16285.,729,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16287,Supplier Contracting,master,,,15641,6385.15512.15616.15640.15641.16287.,922,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16289,Negotiation,master,,,15641,6385.15512.15616.15640.15641.16289.,621,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16291,Monitor,master,,,15641,6385.15512.15616.15640.15641.16291.,607,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16293,Vendor Management,master,,,15740,6385.15512.15616.15740.16293.,960,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16295,Supplier Contracting,master,,,15740,6385.15512.15616.15740.16295.,922,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16297,Health,master,,,15512,6385.15512.16297.,486,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],23
16301,Additive Manufacturing,master,,,15556,6385.15512.15556.16301.,108,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16303,IoT Platforms & Connectivity,master,,,15556,6385.15512.15556.16303.,541,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16305,Operations Optimization,master,,,15556,6385.15512.15556.16305.,637,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16307,Packaging Design,master,,,15556,6385.15512.15556.16307.,653,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16309,Precision Tooling,master,,,15556,6385.15512.15556.16309.,709,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16311,Machining,master,,,15556,6385.15512.15556.16311.,570,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16313,Product Development,master,,,15556,6385.15512.15556.16313.,737,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16315,Waste Engineering,master,,,15556,6385.15512.15556.16315.,971,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16317,Deliver,master,,,15680,6385.15512.15616.15680.16317.,28,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16318,Transfer,master,,,16317,6385.15512.15616.15680.16317.16318.,950,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16320,Drop-off & Verification,master,,,16317,6385.15512.15616.15680.16317.16320.,407,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16322,Invoice Management,master,,,16317,6385.15512.15616.15680.16317.16322.,539,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16324,Returns Management,master,,,16317,6385.15512.15616.15680.16317.16324.,826,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16326,Documentation Management,master,,,15680,6385.15512.15616.15680.16326.,403,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16328,Security,master,,,15680,6385.15512.15616.15680.16328.,866,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16330,Banking/Insurance Services,master,,,15680,6385.15512.15616.15680.16330.,163,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16332,Inbound Plan & Management,master,,,15842,6385.15512.15616.15842.16332.,502,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16334,Outbound Plan & Management,master,,,15842,6385.15512.15616.15842.16334.,646,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16336,Inventory Management,master,,,15842,6385.15512.15616.15842.16336.,531,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16337,Optimization,master,,,16336,6385.15512.15616.15842.16336.16337.,639,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16339,Augmented Reality,master,,,16337,6385.15512.15616.15842.16336.16337.16339.,144,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16341,Gesture Recognition,master,,,16337,6385.15512.15616.15842.16336.16337.16341.,480,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16343,Numerical Control,master,,,16337,6385.15512.15616.15842.16336.16337.16343.,625,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16345,Predictive Analytics,master,,,16337,6385.15512.15616.15842.16336.16337.16345.,712,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16347,Assess Resources,master,,,15791,6385.15512.15616.15628.15791.16347.,130,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16349,Plans & Budgeting,master,,,15791,6385.15512.15616.15628.15791.16349.,693,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16351,Agency Management,master,,,15584,6385.15512.15576.15584.16351.,118,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16353,Awareness,master,,,15576,6385.15512.15576.16353.,155,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16357,Events,master,,,16353,6385.15512.15576.16353.16357.,437,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16359,Brand Management,master,,,16353,6385.15512.15576.16353.16359.,182,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16361,Advertising,master,,,16353,6385.15512.15576.16353.16361.,113,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16363,Market Analytics/Analysis,master,,,15576,6385.15512.15576.16363.,582,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16364,Customer Segmentation,master,,,16363,6385.15512.15576.16363.16364.,359,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16368,Software-as-a-Service (SaaS),master,,,15711,6385.15512.15705.15711.16368.,896,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16370,Platforms-as-a-Service (PaaS),master,,,15711,6385.15512.15705.15711.16370.,695,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16372,Cloud Services,master,,,15711,6385.15512.15705.15711.16372.,260,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16376,Mixed Reality,master,,,15705,6385.15512.15705.16376.,605,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16378,Augmented Reality,master,,,16376,6385.15512.15705.16376.16378.,144,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16380,Virtual Reality,master,,,16376,6385.15512.15705.16376.16380.,963,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16382,Monitoring/Sensors,master,,,15705,6385.15512.15705.16382.,613,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16384,R&D,master,,,15705,6385.15512.15705.16384.,781,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16386,Robotics,master,,,15705,6385.15512.15705.16386.,841,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16388,Cloud Robotics,master,,,16386,6385.15512.15705.16386.16388.,259,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16390,Computer Vision,master,,,16386,6385.15512.15705.16386.16390.,283,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16392,Context Aware Robotics,master,,,16386,6385.15512.15705.16386.16392.,295,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16394,End-of-Arm,master,,,16386,6385.15512.15705.16386.16394.,429,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
16396,Exception Handling,master,,,16386,6385.15512.15705.16386.16396.,438,,[1],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],0
