id,name,uri
1890,ElectronicFundsTransferandTransactionServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#ElectronicFundsTransferandTransactionServices
1725,ForeignCurrencyExchange,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#ForeignCurrencyExchange
5745,CapitalMarkets,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CapitalMarkets
2432,DiversifiedCapitalMarkets,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#DiversifiedCapitalMarkets
4022,InvestmentBankingandBrokerage,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentBankingandBrokerage
3482,SecuritiesandCommoditiesMarketsServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#SecuritiesandCommoditiesMarketsServices
11682,SecurityBrokersandDealers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#SecurityBrokersandDealers
8015,SecurityBrokers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#SecurityBrokers
13508,OnlineSecurityBrokersandDealers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#OnlineSecurityBrokersandDealers
12245,OnlineTradingSystems,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#OnlineTradingSystems
9997,OilandGasLeaseBrokers'Offices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#OilandGasLeaseBrokers'Offices
927,CommodityContractServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CommodityContractServices
4580,CommodityContractTradingCompanies,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CommodityContractTradingCompanies
3583,CommodityBrokers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CommodityBrokers
621,CommodityContractPoolOperators,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CommodityContractPoolOperators
2403,CommodityContractsBrokersandDealers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CommodityContractsBrokersandDealers
3940,InvestmentBrokerageServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentBrokerageServices
4468,InvestmentBanking,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentBanking
11842,PrivatePlacementAdvisoryServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PrivatePlacementAdvisoryServices
5292,SecurityUnderwritingServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#SecurityUnderwritingServices
2473,DebtUnderwritingServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#DebtUnderwritingServices
6250,EquityUnderwritingServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#EquityUnderwritingServices
6159,LoanSyndicationServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#LoanSyndicationServices
3563,MergerandAcquisitionAdvisoryServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#MergerandAcquisitionAdvisoryServices
6092,FinancialExchangesandData,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#FinancialExchangesandData
9156,SecurityandCommodityExchanges,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#SecurityandCommodityExchanges
5107,BusinessandSovereignCreditRatingAgencies,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#BusinessandSovereignCreditRatingAgencies
590,FinancialDataFeeds,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#FinancialDataFeeds
968,AssetManagementandCustodyBanks,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AssetManagementandCustodyBanks
4207,InvestmentCompanyandBusinessDevelopmentCompanies,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentCompanyandBusinessDevelopmentCompanies
550,InvestmentCompany,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentCompany
5755,BusinessDevelopmentCompany,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#BusinessDevelopmentCompany
232,Clearinghouses,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Clearinghouses
5815,InvestmentFunds,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentFunds
12229,PrivateEquity,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PrivateEquity
974,BlankChecks,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#BlankChecks
4043,EscrowandFiduciaryAgencies,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#EscrowandFiduciaryAgencies
979,InvestmentAdvice,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InvestmentAdvice
11195,PersonalInvestmentAdvice,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PersonalInvestmentAdvice
961,InstitutionalInvestmentAdvice,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#InstitutionalInvestmentAdvice
6081,Insurance,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Insurance
3187,Insurance,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Insurancel2
260,Reinsurance,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Reinsurance
10534,TitleReinsuranceCarriers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#TitleReinsuranceCarriers
6571,LifeReinsuranceCarriers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#LifeReinsuranceCarriers
3070,CasualtyReinsuranceCarriers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CasualtyReinsuranceCarriers
246,FireandMarineReinsuranceCarriers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#FireandMarineReinsuranceCarriers
6312,AccidentReinsurance,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AccidentReinsurance
1057,FinancialResponsibilityReinsuranceCarriers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#FinancialResponsibilityReinsuranceCarriers
3014,HealthandMedicalReinsuranceCarriers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#HealthandMedicalReinsuranceCarriers
1893,PropertyandCasualtyInsurance,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PropertyandCasualtyInsurance
