id,name,uri
12703,TerroristAttack,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#TerroristAttack
4970,Corruption,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Corruption
3058,Blockades,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Blockades
3374,ArmedConflict,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#ArmedConflict
959,Economic,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Economic
209,IndexCBOEVolatility,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexCBOEVolatility
5085,IndexUnemploymentorUnderemployment,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexUnemploymentorUnderemployment
2861,IndexFinancialVolatility,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexFinancialVolatility
1615,FinancialShock,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#FinancialShock
1713,IndexCBOENASDAQ100Volatility,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexCBOENASDAQ100Volatility
4005,IndexConsumerConfidence,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexConsumerConfidence
5447,IndexGlobalPriceofEnergy,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexGlobalPriceofEnergy
3025,Illicittrade,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Illicittrade
5719,IndexProducerPriceIndexTransportationandWarehousing,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexProducerPriceIndexTransportationandWarehousing
6326,IndexHomePriceIndex,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexHomePriceIndex
1337,IndexConsumerPrice,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexConsumerPrice
1352,IndexCreditRisk,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexCreditRisk
5408,IndexEconomicUncertainty,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexEconomicUncertainty
963,IndexProducerPriceindexbyCommodity,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexProducerPriceindexbyCommodity
1965,IndexEconomicPolicyUncertaintyIndex,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexEconomicPolicyUncertaintyIndex
5337,CapitalandTradeFlowChangesin,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CapitalandTradeFlowChangesin
3197,IndexCrudeOilVolatility,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#IndexCrudeOilVolatility
864,FoodandCommodityPriceShifts,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#FoodandCommodityPriceShifts
1156,Environmental,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Environmental
2653,BiodiversityCollapse,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#BiodiversityCollapse
3029,CarbonEmissions,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CarbonEmissions
4417,ClimateActionFailure,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#ClimateActionFailure
1297,AnimalandPlantDiseaseOutbreak,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AnimalandPlantDiseaseOutbreak
1345,Humanmadeenvironmentaldamage,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Humanmadeenvironmentaldamage
